gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Amblyomma-sculptum_GEEX01003395.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K15162;K08883;K10955;K11671;K24423,495.87;953.73;2977.13;302.63;205.93,5.7;5.4;4.5;3.4;0.4,1;3.5;0.87;9.2;1.4e+02,mediator of RNA polymerase II transcription subunit 12;tripartite motif-containing protein 33 [EC:2.3.2.27];mucin-2;nuclear factor related to kappa-B-binding protein;zinc finger protein 185,Signal peptide,1,18,1.0,evidence=ECO:0000256,960,Amblyomma-sculptum,yes,5.7
Amblyomma-sculptum_GEEX01003397.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,132,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01003417.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K09766;K17909;K22803;K00031;K06382,71.40;237.40;387.97;156.53;252.40,14.7;14.5;14.3;13.7;13.4,0.0081;0.0095;0.0047;0.012;0.0088,uncharacterized protein;autophagy-related protein 23;structural maintenance of chromosomes protein 5;isocitrate dehydrogenase [EC:1.1.1.42];stage II sporulation protein E [EC:3.1.3.16],Signal peptide,1,22,0.98,evidence=ECO:0000256,166,Amblyomma-sculptum,yes,14.7
Amblyomma-sculptum_GEEX01003433.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K20668,41.30,9.0,0.71,defensin,Signal peptide,1,19,0.99,evidence=ECO:0000256,134,Amblyomma-sculptum,yes,9.0
Amblyomma-sculptum_GEEX01003462.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K07523;K23533;K22529;K20230;K17341,356.50;375.27;224.50;564.63;1185.33,28.2;27.2;18.9;18.9;16.4,3.2e-07;5.7e-07;0.00026;0.00023;0.0003,netrin-G1 ligand;leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein;amphoterin-induced protein;kekkon-1;hemicentin,Signal peptide,1,21,0.99,evidence=ECO:0000256,183,Amblyomma-sculptum,yes,28.2
Amblyomma-sculptum_GEEX01003665.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K13184,1038.67,8.0,0.29,ATP-dependent RNA helicase A [EC:3.6.4.13],Signal peptide,1,22,1.0,evidence=ECO:0000256,187,Amblyomma-sculptum,yes,8.0
Amblyomma-sculptum_GEEX01003774.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.97,evidence=ECO:0000256,231,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01003879.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,0.99,evidence=ECO:0000256,174,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004012.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.85,evidence=ECO:0000256,214,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004059.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,239,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004199.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.99,evidence=ECO:0000256,224,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004221.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,128,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004250.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,1.0,evidence=ECO:0000256,253,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004478.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K08950,66.43,13.4,0.06,chlorosome envelope protein F,Signal peptide,1,20,1.0,evidence=ECO:0000256,116,Amblyomma-sculptum,yes,13.4
Amblyomma-sculptum_GEEX01004512.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K08399;K17256;K04309;K13023;K24492,1170.83;378.8;1107.37;398.7;420.0,203.9;184.4;173.7;172.1;170.1,1.9e-60;1.7e-54;2.8e-51;9.2e-51;3.4e-50,leucine-rich repeat-containing G protein-coupled receptor 6;insulin-like growth factor-binding protein complex acid labile subunit;leucine-rich repeat-containing G protein-coupled receptor 4;carboxypeptidase N regulatory subunit;leucine-rich repeat neuronal protein 1/2/3,Signal peptide,1,22,0.99,evidence=ECO:0000256,318,Amblyomma-sculptum,yes,203.9
Amblyomma-sculptum_GEEX01004552.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K14556;K25722;K17263;K21503;K13052,322.03;291.33;219.67;235.07;54.07,15.8;14.4;14.2;13.9;13.8,0.0018;0.009;0.0023;0.026;0.029,U3 small nucleolar RNA-associated protein 12;proteoglycan 3;cullin-associated NEDD8-dissociated protein 1;Escherichia phage dCTP pyrophosphatase [EC:3.6.1.12];cell division protein DivIC,Signal peptide,1,20,0.95,evidence=ECO:0000256,99,Amblyomma-sculptum,yes,15.8
Amblyomma-sculptum_GEEX01004577.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.93,evidence=ECO:0000256,129,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004604.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K18808;K23533;K13023;K08462;K16351,524.03;375.27;398.7;1329.93;896.83,91.3;79.8;79.2;75.2;73.5,1.9999999999999998e-26;6.8e-23;1.2e-22;1.5e-21;6.6e-21,toll-like receptor 13;leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein;carboxypeptidase N regulatory subunit;adhesion G protein-coupled receptor A3;netrin-G2 ligand,Signal peptide,1,25,0.98,evidence=ECO:0000256,316,Amblyomma-sculptum,yes,91.3
Amblyomma-sculptum_GEEX01004686.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,15,1.0,evidence=ECO:0000256,108,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004702.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,16,1.0,evidence=ECO:0000256,205,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004740.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,16,1.0,evidence=ECO:0000256,183,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004742.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K10809;K06505;K24354;K06737;K08136,1194.1;107.93;120.77;431.07;148.17,33.7;22.7;22.1;21.2;21.0,3e-09;3.2e-05;3.7e-05;7.6e-05;0.00011,thyroglobulin;CD74 antigen;SPARC-related modular calcium-binding protein;epithelial cell adhesion molecule;testican,Signal peptide,1,20,0.94,evidence=ECO:0000256,253,Amblyomma-sculptum,yes,33.7
Amblyomma-sculptum_GEEX01004785.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K03900;K24434;K24831;K23553;K22023,1504.17;1336.8;2165.2;70.63;1179.53,18.2;14.5;12.2;9.9;7.0,0.00011;0.001;0.0069;0.2;0.25,von Willebrand factor;SCO-spondin;zonadhesin;post-GPI attachment to proteins factor 3;mucin-6/19,Signal peptide,1,20,1.0,evidence=ECO:0000256,100,Amblyomma-sculptum,yes,18.2
Amblyomma-sculptum_GEEX01004808.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,1.0,evidence=ECO:0000256,238,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004861.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K01832;K07424;K17689;K20771;K20193,601.23;647.67;1109.3;550.0;111.5,61.7;22.2;13.9;13.7;13.7,3e-17;3.6e-05;0.01;0.011;0.0091,thromboxane-A synthase [EC:5.3.99.5];cytochrome P450 family 3 subfamily A [EC:1.14.14.1];cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-];carlactone C-19 oxidase [EC:1.14.-.-];Hermansky-Pudlak syndrome 1 protein,Signal peptide,1,22,0.84,evidence=ECO:0000256,127,Amblyomma-sculptum,yes,61.7
Amblyomma-sculptum_GEEX01004871.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,1.0,evidence=ECO:0000256,107,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004980.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,26,0.97,evidence=ECO:0000256,401,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01004992.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K04008;K17230,73.5;74.13,11.9;11.6,0.085;0.12,CD59 antigen;cytochrome subunit of sulfide dehydrogenase,Signal peptide,1,20,0.9,evidence=ECO:0000256,111,Amblyomma-sculptum,yes,11.9
Amblyomma-sculptum_GEEX01005103.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K25030,1154.0,1.3,13.0,otogelin,Signal peptide,1,18,1.0,evidence=ECO:0000256,670,Amblyomma-sculptum,yes,1.3
Amblyomma-sculptum_GEEX01005151.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K06294,72.3,13.5,0.023,spore germination protein D,Signal peptide,1,19,0.99,evidence=ECO:0000256,139,Amblyomma-sculptum,yes,13.5
Amblyomma-sculptum_GEEX01005172.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,1.0,evidence=ECO:0000256,168,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005328.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K06467;K25648,250.97;124.0,10.1;3.7,0.12;8.0,CD22 antigen;MYCBP-associated protein,Signal peptide,1,18,1.0,evidence=ECO:0000256,279,Amblyomma-sculptum,yes,10.1
Amblyomma-sculptum_GEEX01005447.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.97,evidence=ECO:0000256,127,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005505.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K01168,189.9,12.7,0.051,pancreatic ribonuclease [EC:4.6.1.18],Signal peptide,1,29,0.75,evidence=ECO:0000256,209,Amblyomma-sculptum,yes,12.7
Amblyomma-sculptum_GEEX01005512.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K16506;K03158;K24463;K17481;K05104,1646.4;257.83;394.8;1125.97;1785.17,8.7;6.4;4.7;3.8;1.7,0.054;2.6;5.0;4.9;23.0,protocadherin Fat 1/2/3;tumor necrosis factor receptor superfamily member 1A;delta and Notch-like epidermal growth factor-related receptor;myosin XVI;Eph receptor A3 [EC:2.7.10.1],Signal peptide,1,24,1.0,evidence=ECO:0000256,358,Amblyomma-sculptum,yes,8.7
Amblyomma-sculptum_GEEX01005539.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K09774,62.73,11.7,0.098,lipopolysaccharide export system protein LptA,Signal peptide,1,17,1.0,evidence=ECO:0000256,214,Amblyomma-sculptum,yes,11.7
Amblyomma-sculptum_GEEX01005551.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K12741;K07604;K11294,350.23;317.93;175.27,3.8;3.1;1.5,19.0;21.0;61.0,"heterogeneous nuclear ribonucleoprotein A1/A3;type I keratin, acidic;nucleolin",Signal peptide,1,20,0.93,evidence=ECO:0000256,158,Amblyomma-sculptum,yes,3.8
Amblyomma-sculptum_GEEX01005577.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,1.0,evidence=ECO:0000256,222,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005606.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K20669,49.33,25.2,9.9e-06,diptericin,Signal peptide,1,20,0.98,evidence=ECO:0000256,107,Amblyomma-sculptum,yes,25.2
Amblyomma-sculptum_GEEX01005634.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,1.0,evidence=ECO:0000256,218,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005651.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,32,0.99,evidence=ECO:0000256,186,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005736.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.98,evidence=ECO:0000256,183,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005746.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K14216;K17945,515.37;78.57,10.4;10.2,0.061;0.32,"2'-5'-oligoadenylate synthetase [EC:2.7.7.84];tropomyosin, fungi type",Signal peptide,1,18,1.0,evidence=ECO:0000256,226,Amblyomma-sculptum,yes,10.4
Amblyomma-sculptum_GEEX01005769.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,1.0,evidence=ECO:0000256,146,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01005780.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K16336,148.13,18.1,0.0015,syndecan 2,Signal peptide,1,23,0.99,evidence=ECO:0000256,179,Amblyomma-sculptum,yes,18.1
Amblyomma-sculptum_GEEX01006000.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,106,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01006018.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K23441;K25719,859.2;nan,18.7;12.3,0.00027;0.08,hepatocyte growth factor-like protein;plasminogen-like protein B,Signal peptide,1,24,0.87,evidence=ECO:0000256,147,Amblyomma-sculptum,yes,18.7
Amblyomma-sculptum_GEEX01006170.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K06478,887.03,0.4,67.0,receptor-type tyrosine-protein phosphatase C [EC:3.1.3.48],Signal peptide,1,26,1.0,evidence=ECO:0000256,177,Amblyomma-sculptum,yes,0.4
Amblyomma-sculptum_GEEX01006216.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.98,evidence=ECO:0000256,113,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01006227.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.99,evidence=ECO:0000256,110,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01006371.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K19179;K01126;K18694;K22387;K01124,172.8;135.07;199.6;171.43;343.93,110.9;77.0;65.0;50.4;44.0,4.8e-32;8.300000000000001e-22;3.7e-18;9e-14;6e-12,glycerophosphoinositol glycerophosphodiesterase [EC:3.1.4.44];glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46];phosphatidylglycerol phospholipase C [EC:3.1.4.-];lysophospholipase D [EC:3.1.4.39];glycerophosphoinositol inositolphosphodiesterase [EC:3.1.4.43],Signal peptide,1,22,0.96,evidence=ECO:0000256,104,Amblyomma-sculptum,yes,110.9
Amblyomma-sculptum_GEEX01006410.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,112,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01006536.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13344;K12741;K13044;K11594;K13161,69.8;350.23;311.8;743.47;607.8,17.4;13.9;12.4;11.0;10.7,0.0013;0.017;0.054;0.077;0.11,peroxin-13;heterogeneous nuclear ribonucleoprotein A1/A3;heterogeneous nuclear ribonucleoprotein A/B/D;ATP-dependent RNA helicase DDX3X [EC:3.6.4.13];heterogeneous nuclear ribonucleoprotein R,Signal peptide,1,19,1.0,evidence=ECO:0000256,223,Amblyomma-sculptum,yes,17.4
Amblyomma-sculptum_GEEX01006611.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K20050;K24359;K01316;K08670;K13047,168.1;351.9;676.23;500.87;1553.1,157.8;96.7;81.1;77.0;65.3,2.5999999999999998e-46;8.800000000000002e-28;2.9e-23;6.700000000000001e-22;1.9e-18,low-density lipoprotein receptor-related protein 3/10/12;membrane frizzled-related protein;enterokinase [EC:3.4.21.9];suppressor of tumorigenicity protein 14 [EC:3.4.21.109];tolloid-like protein 2 [EC:3.4.24.-],Signal peptide,1,17,1.0,evidence=ECO:0000256,275,Amblyomma-sculptum,yes,157.8
Amblyomma-sculptum_GEEX01006688.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,176,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01006781.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05491;K05494;K05492;K05489;K05493,123.5;196.23;127.47;194.07;124.27,50.3;42.8;34.7;27.9;20.5,1.5e-13;3.6e-11;9.1e-09;1e-06;0.00019,interleukin 17C;interleukin 17F;interleukin 17D;interleukin 17A;interleukin 17E,Signal peptide,1,23,1.0,evidence=ECO:0000256,152,Amblyomma-sculptum,yes,50.3
Amblyomma-sculptum_GEEX01006877.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.97,evidence=ECO:0000256,185,Amblyomma-sculptum,yes,0.0
Amblyomma-sculptum_GEEX01006908.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13184;K13090;K12741;K03102;K18743,1038.67;1049.6;350.23;324.5;374.2,4.6;4.2;1.5;1.5;0.4,3.1;6.6;94.0;100.0;170.0,ATP-dependent RNA helicase A [EC:3.6.4.13];interleukin enhancer-binding factor 3;heterogeneous nuclear ribonucleoprotein A1/A3;squid;caprin-1,Signal peptide,1,20,1.0,evidence=ECO:0000256,131,Amblyomma-sculptum,yes,4.6
Amblyomma-sculptum_GEEX01006930.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.86,evidence=ECO:0000256,150,Amblyomma-sculptum,yes,0.0
