gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Amblyomma-sculptum_GEEX01002524.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K02981;K14563;K13199;K12623;K17446,239.87;307.20;227.20;82.50;1603.23,16.8;16.2;10.9;10.9;9.3,0.002;0.0028;0.13;0.18;0.13,small subunit ribosomal protein S2e;rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-];plasminogen activator inhibitor 1 RNA-binding protein;U6 snRNA-associated Sm-like protein LSm4;insulin receptor substrate 4,Signal peptide,1,19,1.0,evidence=ECO:0000256,219,Amblyomma-sculptum,yes,16.8
Ornithodoros-turicata_GDIC01007088.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23624;K23087;K23421;K03909;K23422,596.23;235.40;205.20;265.70;109.37,92.0;89.8;68.2;57.8;55.4,2.9e-26;3.1e-25;1.1e-18;1.8e-15;6.8e-15,papilin;tissue factor pathway inhibitor 2;Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor;Kunitz-type protease inhibitor 3,Chain,1,228,.,evidence=ECO:0000256,228,Ornithodoros-turicata,yes,92.0
Ornithodoros-turicata_GDIC01010891.1.p1,7244.FBpp0228583,3.55e-155,517.0,"KOG3538@1|root,KOG4295@1|root,KOG4475@1|root,KOG4295@2759|Eukaryota,KOG4475@2759|Eukaryota,KOG4597@2759|Eukaryota,38EQB@33154|Opisthokonta,3BB8S@33208|Metazoa,3E52Q@33213|Bilateria,41VU2@6656|Arthropoda,3SI1P@50557|Insecta,44ZFI@7147|Diptera,45R6I@7214|Drosophilidae",7214|Drosophilidae,O,serine-type endopeptidase inhibitor activity,-,"GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0005604,GO:0008150,GO:0009987,GO:0016043,GO:0030198,GO:0031012,GO:0043062,GO:0044421,GO:0062023,GO:0071840",-,-,-,-,-,-,-,-,-,-,"ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP",*;nan;nan;nan;nan,K23624;K08117;K03909;K06754;K17341,596.23;1014.77;265.7;1248.33;1185.33,668.1;238.9;235.6;185.3;181.9,5.3e-200;2.2e-70;2e-69;2.8e-54;1e-53,"papilin;amyloid-like protein 2;tissue factor pathway inhibitor;roundabout, axon guidance receptor 2;hemicentin",Chain,1,996,.,evidence=ECO:0000256,996,Ornithodoros-turicata,yes,668.1
Ornithodoros-turicata_GDIC01011204.1.p1,32507.XP_006809237.1,4.82e-13,73.9,"KOG4295@1|root,KOG3540@2759|Eukaryota,KOG4295@2759|Eukaryota,38CIE@33154|Opisthokonta,3BW8J@33208|Metazoa,3D8WM@33213|Bilateria",33213|Bilateria,S,Serine-type endopeptidase inhibitor activity,-,-,-,-,-,-,-,-,-,-,-,-,Kunitz_BPTI,nan;nan;nan;nan;nan,K03909;K23624;K23087;K23421;K23620,265.7;596.23;235.4;205.2;178.23,170.5;150.3;118.3;101.8;95.6,1.1e-49;7.400000000000001e-44;6.1e-34;6.3e-29;2.8e-27,tissue factor pathway inhibitor;papilin;tissue factor pathway inhibitor 2;Kunitz-type protease inhibitor 2;protein AMBP,Chain,1,173,.,evidence=ECO:0000256,173,Ornithodoros-turicata,yes,170.5
Ornithodoros-turicata_GDIC01011482.1.p2,126957.SMAR012402-PA,6.0099999999999995e-24,102.0,"KOG1217@1|root,KOG3538@1|root,KOG4295@1|root,KOG1217@2759|Eukaryota,KOG4295@2759|Eukaryota,KOG4597@2759|Eukaryota,39VXN@33154|Opisthokonta,3BG2R@33208|Metazoa,3CWEG@33213|Bilateria,41TNX@6656|Arthropoda",6656|Arthropoda,T,serine-type endopeptidase inhibitor activity,-,-,-,-,-,-,-,-,-,-,-,-,"Antistasin,Kunitz_BPTI,Lustrin_cystein,Thyroglobulin_1,WAP",nan;nan;nan;nan;nan,K23087;K03909;K23421;K23624;K23620,235.4;265.7;205.2;596.23;178.23,118.2;117.0;111.0;104.1;98.2,7.0000000000000006e-34;2e-33;9.9e-32;6.3000000000000005e-30;4.7000000000000005e-28,tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;Kunitz-type protease inhibitor 2;papilin;protein AMBP,Chain,1,104,.,evidence=ECO:0000256,104,Ornithodoros-turicata,yes,118.2
Ornithodoros-turicata_GDIC01021632.1.p1,30611.ENSOGAP00000007961,3.48e-17,86.3,"KOG3538@1|root,KOG4597@2759|Eukaryota,38I4M@33154|Opisthokonta,3BH8F@33208|Metazoa,3CV3X@33213|Bilateria,486HV@7711|Chordata,49791@7742|Vertebrata,3JC4R@40674|Mammalia,35N1G@314146|Euarchontoglires,4MCIR@9443|Primates",9443|Primates,O,"WAP, follistatin kazal, immunoglobulin, kunitz and netrin domain containing 2",WFIKKN2,"GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0007179,GO:0008150,GO:0009719,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010469,GO:0010646,GO:0010648,GO:0017015,GO:0019838,GO:0019955,GO:0023051,GO:0023052,GO:0023057,GO:0030512,GO:0030545,GO:0030547,GO:0042221,GO:0044092,GO:0044421,GO:0048019,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050431,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071559,GO:0071560,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0098772,GO:1900115,GO:1900116,GO:1903844,GO:1903845,GO:2000272",-,-,-,-,-,-,-,-,-,-,"I-set,Kunitz_BPTI,NTR,WAP",nan;nan;nan;nan;nan,K23421;K03909;K23087;K23624;K08117,205.2;265.7;235.4;596.23;1014.77,162.9;155.7;144.7;120.6;98.5,1.6e-47;3.6e-45;5.9e-42;6.5e-35;6.7e-28,Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor;tissue factor pathway inhibitor 2;papilin;amyloid-like protein 2,Chain,1,181,.,evidence=ECO:0000256,181,Ornithodoros-turicata,yes,162.9
Ornithodoros-turicata_GDIC01021987.1.p1,6334.EFV61108,2.41e-41,164.0,"KOG3538@1|root,KOG4295@1|root,KOG4295@2759|Eukaryota,KOG4597@2759|Eukaryota,39V1S@33154|Opisthokonta,3BKBJ@33208|Metazoa,3D4P7@33213|Bilateria,40AM9@6231|Nematoda",6231|Nematoda,O,BPTI/Kunitz family of serine protease inhibitors.,-,-,-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,Lustrin_cystein,Thyroglobulin_1",nan;nan;nan;nan;nan,K03909;K23624;K23421;K23087;K23620,265.7;596.23;205.2;235.4;178.23,186.0;177.5;126.5;121.7;113.7,2.3e-54;4.6e-52;1.9000000000000002e-36;6e-35;9.800000000000001e-33,tissue factor pathway inhibitor;papilin;Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor 2;protein AMBP,Chain,1,407,.,evidence=ECO:0000256,407,Ornithodoros-turicata,yes,186.0
Ornithodoros-turicata_GDIC01022060.1.p1,32264.tetur04g02080.1,6.09e-15,78.2,"KOG3539@1|root,KOG3539@2759|Eukaryota,38FW7@33154|Opisthokonta,3BEQ3@33208|Metazoa,3CYKJ@33213|Bilateria,41TS9@6656|Arthropoda",6656|Arthropoda,W,Serine-type endopeptidase inhibitor activity,-,-,-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,Reeler,Spond_N,TSP_1",nan;nan;nan;nan;nan,K23622;K03909;K23087;K23421;K23640,195.2;265.7;235.4;205.2;216.03,81.7;77.6;75.7;75.2;74.9,1.1e-22;1.8e-21;6e-21;8.1e-21;9.9e-21,eppin;tissue factor pathway inhibitor;tissue factor pathway inhibitor 2;Kunitz-type protease inhibitor 2;WAP four-disulfide core domain protein 6,Chain,1,137,.,evidence=ECO:0000256,137,Ornithodoros-turicata,yes,81.7
Ornithodoros-turicata_GDIC01023537.1.p1,7227.FBpp0291051,1.75e-18,89.4,"KOG1217@1|root,KOG3538@1|root,KOG4295@1|root,KOG4475@1|root,KOG1217@2759|Eukaryota,KOG4295@2759|Eukaryota,KOG4475@2759|Eukaryota,KOG4597@2759|Eukaryota,38EQB@33154|Opisthokonta,3BB8S@33208|Metazoa,3E52Q@33213|Bilateria,41VU2@6656|Arthropoda,3SI1P@50557|Insecta,44ZFI@7147|Diptera,45R6I@7214|Drosophilidae",7214|Drosophilidae,O,serine-type endopeptidase inhibitor activity,-,"GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0005604,GO:0008150,GO:0009987,GO:0016043,GO:0030198,GO:0031012,GO:0043062,GO:0044421,GO:0062023,GO:0071840",-,-,-,-,-,-,-,-,-,-,"ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP",nan;nan;nan;nan;nan,K23421;K23087;K03909;K23624;K23620,205.2;235.4;265.7;596.23;178.23,122.2;121.8;118.6;116.4;102.6,3.7999999999999996e-35;5.5e-35;6.3e-34;1.2e-33;2.1e-29,Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;papilin;protein AMBP,Chain,1,159,.,evidence=ECO:0000256,159,Ornithodoros-turicata,yes,122.2
Ornithodoros-turicata_GDIC01025009.1.p1,9986.ENSOCUP00000014435,5.45e-11,65.1,"KOG4295@1|root,KOG4295@2759|Eukaryota,3A2A3@33154|Opisthokonta,3BR2K@33208|Metazoa,3CTHA@33213|Bilateria,4854D@7711|Chordata,495YI@7742|Vertebrata,3JBZT@40674|Mammalia,35JY1@314146|Euarchontoglires",314146|Euarchontoglires,O,Kunitz-type protease inhibitor 2,SPINT2,"GO:0000003,GO:0000902,GO:0000904,GO:0001701,GO:0001763,GO:0001838,GO:0001841,GO:0001843,GO:0001890,GO:0001892,GO:0002009,GO:0002064,GO:0003006,GO:0003382,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0007162,GO:0007163,GO:0007275,GO:0007399,GO:0008150,GO:0008285,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009892,GO:0009987,GO:0010466,GO:0010605,GO:0010951,GO:0014020,GO:0016020,GO:0016021,GO:0016043,GO:0016331,GO:0019222,GO:0021915,GO:0022407,GO:0022408,GO:0022414,GO:0030154,GO:0030155,GO:0030162,GO:0030198,GO:0030234,GO:0030414,GO:0030855,GO:0031224,GO:0031323,GO:0031324,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0035148,GO:0035239,GO:0035295,GO:0040012,GO:0040013,GO:0042127,GO:0043009,GO:0043062,GO:0043086,GO:0044092,GO:0044424,GO:0044425,GO:0044464,GO:0045861,GO:0048468,GO:0048513,GO:0048519,GO:0048523,GO:0048568,GO:0048598,GO:0048608,GO:0048646,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051270,GO:0051271,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0060429,GO:0060562,GO:0060606,GO:0060669,GO:0060670,GO:0060671,GO:0060672,GO:0060706,GO:0060711,GO:0060713,GO:0061134,GO:0061135,GO:0061138,GO:0061458,GO:0065007,GO:0065009,GO:0071711,GO:0071840,GO:0071944,GO:0072175,GO:0080090,GO:0098772,GO:2000145,GO:2000146,GO:2000177,GO:2000178",-,-,-,-,-,-,-,-,-,-,Kunitz_BPTI,nan;nan;nan;nan;nan,K23087;K03909;K23421;K23624;K23620,235.4;265.7;205.2;596.23;178.23,114.2;111.4;109.2;93.7;88.1,1.1e-32;1e-31;3.7e-31;8.6e-27;5.3e-25,tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;Kunitz-type protease inhibitor 2;papilin;protein AMBP,Chain,1,100,.,evidence=ECO:0000256,100,Ornithodoros-turicata,yes,114.2
Ornithodoros-turicata_GDIC01025653.1.p2,7719.XP_002131689.2,6.79e-27,110.0,"KOG3538@1|root,KOG4597@2759|Eukaryota,3ANHR@33154|Opisthokonta,3C14B@33208|Metazoa,3DHK2@33213|Bilateria,48RMW@7711|Chordata",7711|Chordata,O,BPTI/Kunitz family of serine protease inhibitors.,-,-,-,-,-,-,-,-,-,-,-,-,Kunitz_BPTI,nan;nan;nan;nan;nan,K03909;K23087;K23624;K23620;K23621,265.7;235.4;596.23;178.23;262.23,139.8;137.7;124.1;115.9;113.2,2.4e-40;7.8e-40;5.8e-36;2e-33;2.1000000000000002e-32,"tissue factor pathway inhibitor;tissue factor pathway inhibitor 2;papilin;protein AMBP;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein",Chain,1,106,.,evidence=ECO:0000256,106,Ornithodoros-turicata,yes,139.8
Ornithodoros-turicata_GDIC01030102.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23421;K23640;K23623;K23087;K03909,205.2;216.03;214.0;235.4;265.7,38.7;38.6;36.7;33.8;33.2,1.1e-09;1.3e-09;3.7e-09;3.7e-08;5.2e-08,Kunitz-type protease inhibitor 2;WAP four-disulfide core domain protein 6;WAP four-disulfide core domain protein 8;tissue factor pathway inhibitor 2;tissue factor pathway inhibitor,Chain,1,102,.,evidence=ECO:0000256,102,Ornithodoros-turicata,yes,38.7
Ornithodoros-turicata_GDIC01033465.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23087;K23621;K23620;K23422;K23423,235.4;262.23;178.23;109.37;142.83,37.7;31.2;29.4;12.1;11.3,2.4e-09;1.4e-07;3e-07;0.23;0.47,"tissue factor pathway inhibitor 2;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein;protein AMBP;Kunitz-type protease inhibitor 3;Kunitz-type protease inhibitor 4",Chain,1,177,.,evidence=ECO:0000256,177,Ornithodoros-turicata,yes,37.7
Ornithodoros-turicata_GDIC01037296.1.p1,6334.EFV61108,9.25e-09,61.2,"KOG3538@1|root,KOG4295@1|root,KOG4295@2759|Eukaryota,KOG4597@2759|Eukaryota,39V1S@33154|Opisthokonta,3BKBJ@33208|Metazoa,3D4P7@33213|Bilateria,40AM9@6231|Nematoda",6231|Nematoda,O,BPTI/Kunitz family of serine protease inhibitors.,-,-,-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,Lustrin_cystein,Thyroglobulin_1",nan;nan;nan;nan;nan,K03909;K23421;K23087;K23624;K23620,265.7;205.2;235.4;596.23;178.23,155.8;149.2;148.5;134.5;112.9,3.3e-45;2.3e-43;4e-43;4.2e-39;1.6e-32,tissue factor pathway inhibitor;Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor 2;papilin;protein AMBP,Chain,1,156,.,evidence=ECO:0000256,156,Ornithodoros-turicata,yes,155.8
Ornithodoros-turicata_GDIE01005330.1.p1,6669.EFX84732,1.11e-43,162.0,"KOG3538@1|root,KOG4475@1|root,KOG4475@2759|Eukaryota,KOG4597@2759|Eukaryota,38EQB@33154|Opisthokonta,3BB8S@33208|Metazoa,3E52Q@33213|Bilateria,41VU2@6656|Arthropoda",6656|Arthropoda,O,serine-type endopeptidase inhibitor activity,-,"GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0005604,GO:0008150,GO:0009987,GO:0016043,GO:0030198,GO:0031012,GO:0043062,GO:0044421,GO:0062023,GO:0071840",-,-,-,-,-,-,-,-,-,-,"ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP",nan;nan;nan;nan;nan,K23087;K23421;K23620;K03909;K23621,235.4;205.2;178.23;265.7;262.23,198.1;136.6;122.6;120.5;118.4,3.1000000000000003e-58;1.6e-39;2e-35;1.7e-34;5.8e-34,"tissue factor pathway inhibitor 2;Kunitz-type protease inhibitor 2;protein AMBP;tissue factor pathway inhibitor;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein",Chain,1,172,.,evidence=ECO:0000256,172,Ornithodoros-turicata,yes,198.1
Ornithodoros-turicata_GDIE01015935.1.p1,10090.ENSMUSP00000091906,8.9e-13,67.8,"KOG4295@1|root,KOG4295@2759|Eukaryota,3A2A3@33154|Opisthokonta,3BSS9@33208|Metazoa,3D9C0@33213|Bilateria",33213|Bilateria,O,serine-type endopeptidase inhibitor activity,EPPIN,"GO:0001669,GO:0003008,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006952,GO:0007600,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009986,GO:0010466,GO:0010605,GO:0012505,GO:0019222,GO:0019233,GO:0030141,GO:0030162,GO:0031323,GO:0031324,GO:0031410,GO:0031982,GO:0032268,GO:0032269,GO:0032501,GO:0042742,GO:0043086,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0044092,GO:0044424,GO:0044444,GO:0044464,GO:0045861,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0051704,GO:0051707,GO:0052547,GO:0060255,GO:0065007,GO:0065009,GO:0080090,GO:0097223,GO:0097708,GO:0098542,GO:0099503",-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,WAP",nan;nan;nan;nan;nan,K23421;K03909;K23087;K23624;K23422,205.2;265.7;235.4;596.23;109.37,111.2;103.2;101.4;80.3;69.4,8.900000000000001e-32;3e-29;9.2e-29;9.2e-23;2.9e-19,Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor;tissue factor pathway inhibitor 2;papilin;Kunitz-type protease inhibitor 3,Chain,1,114,.,evidence=ECO:0000256,114,Ornithodoros-turicata,yes,111.2
Ornithodoros-turicata_GDIE01026905.1.p1,7227.FBpp0291051,2.7999999999999998e-24,104.0,"KOG1217@1|root,KOG3538@1|root,KOG4295@1|root,KOG4475@1|root,KOG1217@2759|Eukaryota,KOG4295@2759|Eukaryota,KOG4475@2759|Eukaryota,KOG4597@2759|Eukaryota,38EQB@33154|Opisthokonta,3BB8S@33208|Metazoa,3E52Q@33213|Bilateria,41VU2@6656|Arthropoda,3SI1P@50557|Insecta,44ZFI@7147|Diptera,45R6I@7214|Drosophilidae",7214|Drosophilidae,O,serine-type endopeptidase inhibitor activity,-,"GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0005604,GO:0008150,GO:0009987,GO:0016043,GO:0030198,GO:0031012,GO:0043062,GO:0044421,GO:0062023,GO:0071840",-,-,-,-,-,-,-,-,-,-,"ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP",nan;nan;nan;nan;nan,K23087;K23421;K03909;K23624;K23620,235.4;205.2;265.7;596.23;178.23,140.0;134.5;134.4;129.3;118.9,1.6e-40;6.8e-39;1e-38;1.6e-37;2.6e-34,tissue factor pathway inhibitor 2;Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor;papilin;protein AMBP,Chain,1,124,.,evidence=ECO:0000256,124,Ornithodoros-turicata,yes,140.0
Ornithodoros-turicata_GDIE01033555.1.p1,400682.PAC_15723384,3.9e-44,167.0,"COG5279@1|root,KOG4295@1|root,KOG4295@2759|Eukaryota,KOG4575@2759|Eukaryota,39W2M@33154|Opisthokonta,3BFPP@33208|Metazoa",33208|Metazoa,O,serine-type endopeptidase inhibitor activity,tfpi2,-,-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,Thyroglobulin_1",nan;nan;nan;nan;nan,K23620;K08117;K23421;K23087;K03909,178.23;1014.77;205.2;235.4;265.7,153.2;145.5;143.5;141.6;127.3,1.1e-44;3.9999999999999995e-42;1.3e-41;5.2e-41;1.5e-36,protein AMBP;amyloid-like protein 2;Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor 2;tissue factor pathway inhibitor,Chain,1,257,.,evidence=ECO:0000256,257,Ornithodoros-turicata,yes,153.2
Ornithodoros-turicata_GDIE01036292.1.p1,6669.EFX87486,4.41e-11,60.8,"KOG3544@1|root,KOG3544@2759|Eukaryota",2759|Eukaryota,D,structural constituent of cuticle,-,-,-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,WAP",nan;nan;nan;nan;nan,K03909;K23421;K23087;K23624;K23620,265.7;205.2;235.4;596.23;178.23,140.0;135.4;129.0;114.5;109.2,2e-40;3.7e-39;3.5e-37;4.7e-33;2.1e-31,tissue factor pathway inhibitor;Kunitz-type protease inhibitor 2;tissue factor pathway inhibitor 2;papilin;protein AMBP,Chain,1,112,.,evidence=ECO:0000256,112,Ornithodoros-turicata,yes,140.0
Ornithodoros-turicata_GDIE01038444.1.p2,7209.EFO15257.2,5.79e-25,107.0,"KOG3538@1|root,KOG4597@2759|Eukaryota,38EQB@33154|Opisthokonta,3BB8S@33208|Metazoa,3D6G6@33213|Bilateria,40CZ1@6231|Nematoda,1KYCX@119089|Chromadorea",119089|Chromadorea,O,BPTI/Kunitz family of serine protease inhibitors.,-,-,-,-,-,-,-,-,-,-,-,-,Kunitz_BPTI,nan;nan;nan;nan;nan,K23087;K03909;K23624;K23421;K23620,235.4;265.7;596.23;205.2;178.23,196.5;169.4;152.0;139.8;135.4,9.4e-58;2.5e-49;2.3e-44;1.7e-40;2.7e-39,tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;papilin;Kunitz-type protease inhibitor 2;protein AMBP,Chain,1,190,.,evidence=ECO:0000256,190,Ornithodoros-turicata,yes,196.5
Ornithodoros-turicata_GDIE01055126.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K03909,265.7,11.9,0.15,tissue factor pathway inhibitor,Chain,1,149,.,evidence=ECO:0000256,149,Ornithodoros-turicata,yes,11.9
Ornithodoros-turicata_GDIE01055432.1.p1,28737.XP_006879005.1,4.3e-17,83.6,"KOG4295@1|root,KOG4295@2759|Eukaryota,38ES0@33154|Opisthokonta,3BEEM@33208|Metazoa,3CZR5@33213|Bilateria,4880D@7711|Chordata,490DC@7742|Vertebrata,3J93Y@40674|Mammalia,353AI@311790|Afrotheria",311790|Afrotheria,O,Tissue factor pathway inhibitor,TFPI,-,-,ko:K03909,"ko04610,map04610",-,-,-,"ko00000,ko00001,ko00536",-,-,-,Kunitz_BPTI,nan;nan;nan;nan;nan,K03909;K23087;K23624;K23421;K23622,265.7;235.4;596.23;205.2;195.2,106.8;100.8;91.4;89.0;76.5,2.5000000000000002e-30;1.4000000000000001e-28;4.3e-26;5.099999999999999e-25;4.1e-21,tissue factor pathway inhibitor;tissue factor pathway inhibitor 2;papilin;Kunitz-type protease inhibitor 2;eppin,Chain,1,126,.,evidence=ECO:0000256,126,Ornithodoros-turicata,yes,106.8
Ornithodoros-turicata_GDIE01069870.1.p1,7719.XP_002131689.2,1.4900000000000002e-32,129.0,"KOG3538@1|root,KOG4597@2759|Eukaryota,3ANHR@33154|Opisthokonta,3C14B@33208|Metazoa,3DHK2@33213|Bilateria,48RMW@7711|Chordata",7711|Chordata,O,BPTI/Kunitz family of serine protease inhibitors.,-,-,-,-,-,-,-,-,-,-,-,-,Kunitz_BPTI,nan;nan;nan;nan;nan,K23624;K03909;K23087;K08117;K23421,596.23;265.7;235.4;1014.77;205.2,192.1;160.1;146.8;139.0;135.2,1.8999999999999999e-56;1.6e-46;1.3e-42;3.6e-40;4.2e-39,papilin;tissue factor pathway inhibitor;tissue factor pathway inhibitor 2;amyloid-like protein 2;Kunitz-type protease inhibitor 2,Chain,1,171,.,evidence=ECO:0000256,171,Ornithodoros-turicata,yes,192.1
Ornithodoros-turicata_GDIE01096929.1.p1,135651.CBN22208,1.49e-20,99.0,"KOG4295@1|root,KOG4295@2759|Eukaryota,39T13@33154|Opisthokonta,3BM2T@33208|Metazoa,3D3CI@33213|Bilateria,40AW7@6231|Nematoda,1KY1C@119089|Chromadorea,40ZTR@6236|Rhabditida",6236|Rhabditida,O,BPTI/Kunitz family of serine protease inhibitors.,-,-,-,-,-,-,-,-,-,-,-,-,"Kunitz_BPTI,Lustrin_cystein",nan;nan;nan;nan;nan,K23624;K08117;K23087;K03909;K23421,596.23;1014.77;235.4;265.7;205.2,145.3;143.8;142.8;142.0;127.8,2.3e-42;1.3e-41;2.2e-41;5.1e-41;7.9e-37,papilin;amyloid-like protein 2;tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;Kunitz-type protease inhibitor 2,Chain,1,262,.,evidence=ECO:0000256,262,Ornithodoros-turicata,yes,145.3
Ornithodoros-turicata_GDIE01112290.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23087;K23620;K03909;K23621;K23422,235.4;178.23;265.7;262.23;109.37,28.6;19.8;18.9;14.4;11.5,1.4e-06;0.00023;0.0012;0.017;0.35,"tissue factor pathway inhibitor 2;protein AMBP;tissue factor pathway inhibitor;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein;Kunitz-type protease inhibitor 3",Chain,1,99,.,evidence=ECO:0000256,99,Ornithodoros-turicata,yes,28.6
Ornithodoros-turicata_GDIE01118349.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K23087;K03909;K23422,235.4;265.7;109.37,54.7;41.7;9.1,1.5e-14;1.3e-10;1.9,tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;Kunitz-type protease inhibitor 3,Chain,1,179,.,evidence=ECO:0000256,179,Ornithodoros-turicata,yes,54.7
Ornithodoros-turicata_GDIE01127112.1.p2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23087;K23621;K23624;K23623;K23422,235.4;262.23;596.23;214.0;109.37,35.4;27.1;22.1;21.6;17.4,1.2e-08;2.5e-06;3.3e-05;0.00014;0.005,"tissue factor pathway inhibitor 2;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein;papilin;WAP four-disulfide core domain protein 8;Kunitz-type protease inhibitor 3",Chain,1,99,.,evidence=ECO:0000256,99,Ornithodoros-turicata,yes,35.4
