Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Organism (ID)	Proteomes	Taxonomic lineage (Ids)	AlphaFoldDB
O75385	reviewed	ULK1_HUMAN	Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)	ULK1 KIAA0722	Homo sapiens (Human)	1050	9606	UP000005640: Chromosome 12	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O75385;
O75443	reviewed	TECTA_HUMAN	Alpha-tectorin	TECTA	Homo sapiens (Human)	2155	9606	UP000005640: Chromosome 11	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O75443;
O75636	reviewed	FCN3_HUMAN	Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen)	FCN3 FCNH HAKA1	Homo sapiens (Human)	299	9606	UP000005640: Chromosome 1	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O75636;
O75783	reviewed	RHBL1_HUMAN	Rhomboid-related protein 1 (RRP) (EC 3.4.21.105) (Rhomboid-like protein 1)	RHBDL1 RHBDL	Homo sapiens (Human)	438	9606	UP000005640: Chromosome 16	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O75783;
O75976	reviewed	CBPD_HUMAN	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	CPD	Homo sapiens (Human)	1380	9606	UP000005640: Chromosome 17	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O75976;
O95405	reviewed	ZFYV9_HUMAN	Zinc finger FYVE domain-containing protein 9 (Mothers against decapentaplegic homolog-interacting protein) (Madh-interacting protein) (Novel serine protease) (NSP) (Receptor activation anchor) (hSARA) (Smad anchor for receptor activation)	ZFYVE9 MADHIP SARA SMADIP	Homo sapiens (Human)	1425	9606	UP000005640: Chromosome 1	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O95405;
O95428	reviewed	PPN_HUMAN	Papilin	PAPLN UNQ2420/PRO4977	Homo sapiens (Human)	1278	9606	UP000005640: Chromosome 14	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O95428;
O95450	reviewed	ATS2_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 2 (ADAM-TS 2) (ADAM-TS2) (ADAMTS-2) (EC 3.4.24.14) (Procollagen I N-proteinase) (PC I-NP) (Procollagen I/II amino propeptide-processing enzyme) (Procollagen N-endopeptidase) (pNPI)	ADAMTS2 PCINP PCPNI	Homo sapiens (Human)	1211	9606	UP000005640: Chromosome 5	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O95450;
O95633	reviewed	FSTL3_HUMAN	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	FSTL3 FLRG UNQ674/PRO1308	Homo sapiens (Human)	263	9606	UP000005640: Chromosome 19	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O95633;
O95925	reviewed	EPPI_HUMAN	Eppin (Cancer/testis antigen 71) (CT71) (Epididymal protease inhibitor) (Protease inhibitor WAP7) (Serine protease inhibitor-like with Kunitz and WAP domains 1) (WAP four-disulfide core domain protein 7)	EPPIN SPINLW1 WAP7 WFDC7	Homo sapiens (Human)	133	9606	UP000005640: Chromosome 20	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O95925;
O95980	reviewed	RECK_HUMAN	Reversion-inducing cysteine-rich protein with Kazal motifs (hRECK) (Suppressor of tumorigenicity 15 protein)	RECK ST15	Homo sapiens (Human)	971	9606	UP000005640: Chromosome 9	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	O95980;
P00734	reviewed	THRB_HUMAN	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2	Homo sapiens (Human)	622	9606	UP000005640: Chromosome 11	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00734;
P00736	reviewed	C1R_HUMAN	Complement C1r subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain; Complement C1r subcomponent light chain]	C1R	Homo sapiens (Human)	705	9606	UP000005640: Unplaced	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00736;
P00738	reviewed	HPT_HUMAN	Haptoglobin (Zonulin) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain]	HP	Homo sapiens (Human)	406	9606	UP000005640: Chromosome 16	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00738;
P00739	reviewed	HPTR_HUMAN	Haptoglobin-related protein	HPR	Homo sapiens (Human)	348	9606	UP000005640: Chromosome 16	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00739;
P00740	reviewed	FA9_HUMAN	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	F9	Homo sapiens (Human)	461	9606	UP000005640: Chromosome X	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00740;
P00742	reviewed	FA10_HUMAN	Coagulation factor X (EC 3.4.21.6) (Stuart factor) (Stuart-Prower factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Homo sapiens (Human)	488	9606	UP000005640: Chromosome 13	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00742;
P00746	reviewed	CFAD_HUMAN	Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)	CFD DF PFD	Homo sapiens (Human)	253	9606	UP000005640: Chromosome 19	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00746;
P00747	reviewed	PLMN_HUMAN	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	PLG	Homo sapiens (Human)	810	9606	UP000005640: Chromosome 6	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00747;
P00748	reviewed	FA12_HUMAN	Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)]	F12	Homo sapiens (Human)	615	9606	UP000005640: Chromosome 5	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00748;
P00749	reviewed	UROK_HUMAN	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	PLAU	Homo sapiens (Human)	431	9606	UP000005640: Chromosome 10	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00749;
P00750	reviewed	TPA_HUMAN	Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) (Alteplase) (Reteplase) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B]	PLAT	Homo sapiens (Human)	562	9606	UP000005640: Chromosome 8	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00750;
P00751	reviewed	CFAB_HUMAN	Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]	CFB BF BFD	Homo sapiens (Human)	764	9606	UP000005640: Chromosome 6	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00751;
P00995	reviewed	ISK1_HUMAN	Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor) (Tumor-associated trypsin inhibitor) (TATI)	SPINK1 PSTI	Homo sapiens (Human)	79	9606	UP000005640: Chromosome 5	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P00995;
P01008	reviewed	ANT3_HUMAN	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309	Homo sapiens (Human)	464	9606	UP000005640: Chromosome 1	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P01008;
P01009	reviewed	A1AT_HUMAN	Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT (SPAAT)]	SERPINA1 AAT PI PRO0684 PRO2209	Homo sapiens (Human)	418	9606	UP000005640: Chromosome 14	131567 (no rank), 2759 (superkingdom), 33154 (no rank), 33208 (kingdom), 6072 (no rank), 33213 (no rank), 33511 (no rank), 7711 (phylum), 89593 (subphylum), 7742 (no rank), 7776 (no rank), 117570 (no rank), 117571 (no rank), 8287 (superclass), 1338369 (no rank), 32523 (no rank), 32524 (no rank), 40674 (class), 32525 (no rank), 9347 (no rank), 1437010 (no rank), 314146 (superorder), 9443 (order), 376913 (suborder), 314293 (infraorder), 9526 (parvorder), 314295 (superfamily), 9604 (family), 207598 (subfamily), 9605 (genus)	P01009;
